,Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Semifinal,Final,Category,Quali_Tops,Quali_Zones,Quali_Atempts_Tops,Quali_Attempts_Zones,semi_Tops,semi_Zones,semi_Atempts_Tops,semi_Attempts_Zones,Finals_Tops,Finals_Zones,Final_Atempts_Tops,Final_Attempts_Zones
2186,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lara,KMOCH,CRO,,31,3T4z78,,,boulder,1,2,1,5,0,1,0,4,0,0,0,0
2187,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Haizea,OSES SÁIZ,ESP,,32,3T3z43,,,boulder,2,3,9,1,0,0,0,0,0,0,0,0
2188,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Tine,WALRAEVENS,BEL,,33,3T3z86,,,boulder,1,4,1,21,0,0,0,0,0,0,0,0
2189,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Beatriz,ANACLETO,POR,,34,2T4z59,,,boulder,1,2,3,5,0,0,0,0,0,0,0,0
2190,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Madalena,CASANOVA,POR,,35,2T2z33,,,boulder,0,1,0,3,0,0,0,0,0,0,0,0
2191,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,M.ª Francisca,GASPAR,POR,,36,1T2z14,,,boulder,0,1,0,5,0,0,0,0,0,0,0,0
2192,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Francisca,GONÇALVES,POR,,37,1T2z23,,,boulder,0,1,0,5,0,0,0,0,0,0,0,0
2193,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Beatriz,PIMENTEL,POR,,38,1T1z33,,,boulder,0,1,0,5,0,0,0,0,0,0,0,0
2194,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Filipa,SILVA,POR,,39,0T0z00,,,boulder,0,1,0,7,0,0,0,0,0,0,0,0
2195,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mattea,PÖTZI,AUT,5.0,1,6T7z78,,3T4z57,boulder,0,1,0,0,0,0,0,0,0,0,0,0
2196,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Eva Maria,HAMMELMÜLLER,AUT,3.0,2,8T8z148,,3T4z1116,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2197,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lucia,DÖRFFEL,GER,102.0,3,6T8z99,,3T4z1213,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2198,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Luiza,EMELEVA,RUS,210.0,4,6T8z1117,,2T3z36,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2199,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Celina,SCHOIBL,AUT,4.0,5,8T8z128,,2T3z56,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2200,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Ayala,KEREM,ISR,126.0,6,7T8z1110,,2T3z78,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2201,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Leonie,LOCHNER,GER,104.0,7,6T8z1210,,2T2z43,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2202,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Flavy,COHAUT,FRA,65.0,8,6T8z910,,0T1z01,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2203,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lucile,SAUREL,FRA,66.0,9,6T8z810,,0T1z03,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2204,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Laura,TIZON,FRA,67.0,10,6T8z810,,0T0z00,boulder,0,0,0,0,0,0,0,0,0,0,0,0
2205,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,valentine,MANGIN,FRA,64.0,11,6T7z109,,,boulder,5,6,9,8,0,0,0,0,3,4,6,6
2206,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Holly,TOOTHILL,GBR,87.0,12,6T7z129,,,boulder,5,6,9,8,0,0,0,0,3,4,1,9
2207,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Laura,LAMMER,AUT,6.0,13,5T8z611,,,boulder,6,7,9,8,0,0,0,0,3,4,1,14
2208,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Sara,MORANDINI,ITA,145.0,14,5T7z58,,,boulder,7,8,1,10,0,0,0,0,3,4,1,14
2209,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Olimpia,ARIANI,ITA,142.0,15,5T7z68,,,boulder,5,7,8,1,0,0,0,0,2,4,8,1
2210,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Noa,SHIRAN,ISR,128.0,16,5T7z811,,,boulder,5,7,8,2,0,0,0,0,2,4,1,23
2211,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Roxana,WIENAND,GER,105.0,17,5T7z1011,,,boulder,4,6,4,7,0,0,0,0,2,2,4,3
2212,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Marie,COLOT,BEL,14.0,18,5T7z1312,,,boulder,5,7,1,10,0,0,0,0,1,3,1,2
2213,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Gwyneth,UTTLEY,GBR,86.0,19,5T6z1111,,,boulder,4,7,7,7,0,0,0,0,0,2,0,3
2214,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Maya,DREAMER,ISR,127.0,20,4T7z1012,,,boulder,4,7,8,4,0,0,0,0,0,0,0,0
2215,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Ysa,RAKESTRAW,NED,164.0,21,4T5z108,,,boulder,4,6,6,7,0,0,0,0,0,0,0,0
2216,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Petra,CAMPANA,ITA,143.0,22,4T5z109,,,boulder,4,5,6,5,0,0,0,0,0,0,0,0
2217,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Hannah,HERMANN,SUI,228.0,23,3T6z49,,,boulder,4,5,8,6,0,0,0,0,0,0,0,0
2218,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lisa,HARDIQUEST,BEL,15.0,24,3T3z98,,,boulder,3,6,4,0,0,0,0,0,0,0,0,0
2219,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Regine,STORÅ,NOR,175.0,25,2T6z311,,,boulder,3,6,5,1,0,0,0,0,0,0,0,0
2220,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Silvia,ABATE,ITA,144.0,26,2T6z413,,,boulder,3,6,5,1,0,0,0,0,0,0,0,0
2221,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Tuva Eik,HAAVE,NOR,176.0,27,2T5z38,,,boulder,3,6,7,6,0,0,0,0,0,0,0,0
2222,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Antia,FREITAS RIAL,ESP,44.0,28,2T4z88,,,boulder,3,6,7,9,0,0,0,0,0,0,0,0
2223,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Thea,CAMERON,GBR,85.0,29,1T4z48,,,boulder,3,5,5,9,0,0,0,0,0,0,0,0
2224,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Frederike,FELL,GER,103.0,30,1T3z13,,,boulder,3,5,6,5,0,0,0,0,0,0,0,0
2225,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mia Stöver,WOLLEBAEK,NOR,174.0,31,1T2z14,,,boulder,3,4,4,5,0,0,0,0,0,0,0,0
2226,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mariana,ALMEIDA,POR,194.0,32,1T1z22,,,boulder,3,4,6,4,0,0,0,0,0,0,0,0
2227,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mafalda,ALMEIDA,POR,195.0,33,0T0z00,,,boulder,3,4,7,4,0,0,0,0,0,0,0,0
2228,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lasse,VON FREIER,GER,,1,6T7z139,,4T4z65,boulder,3,4,9,7,0,0,0,0,0,0,0,0
2229,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Paul,JENFT,FRA,,2,7T8z128,,4T4z75,boulder,2,6,2,3,0,0,0,0,0,0,0,0
2230,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Davide Marco,COLOMBO,ITA,,3,7T8z1110,,3T4z34,boulder,2,5,2,5,0,0,0,0,0,0,0,0
2231,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Alberto,GINÉS LÓPEZ,ESP,,4,7T8z99,,3T4z56,boulder,2,5,2,8,0,0,0,0,0,0,0,0
2232,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Hamish,MCARTHUR,GBR,,5,6T8z1312,,3T4z610,boulder,2,5,4,7,0,0,0,0,0,0,0,0
2233,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Semen,OVCHINNIKOV,RUS,,6,8T8z1815,,2T3z56,boulder,2,4,2,5,0,0,0,0,0,0,0,0
2234,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Eliot,BARNABÉ,FRA,,7,6T7z813,,2T3z57,boulder,2,4,2,7,0,0,0,0,0,0,0,0
2235,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Leto,CAVÉ,NED,,8,7T7z1514,,2T3z711,boulder,2,4,3,5,0,0,0,0,0,0,0,0
2236,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Héctor,BAZAN MARTÍN,ESP,,9,6T8z1110,,1T2z12,boulder,2,4,4,4,0,0,0,0,0,0,0,0
2237,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Thomas,PODOLAN,AUT,,10,6T7z118,,1T2z22,boulder,2,3,5,3,0,0,0,0,0,0,0,0
2238,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Paul,BRAND,NED,,11,5T7z910,,,boulder,2,2,2,2,0,0,0,0,0,0,0,0
2239,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Giorgio,TOMATIS,ITA,,12,5T7z1013,,,boulder,2,2,2,2,0,0,0,0,0,0,0,0
2240,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Cedric Lluc,MILLES,GER,,13,5T7z1114,,,boulder,1,4,1,7,0,0,0,0,0,0,0,0
2241,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Ties,VANCRAEYNEST,BEL,,14,5T6z1211,,,boulder,1,3,1,5,0,0,0,0,0,0,0,0
2242,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Johannes,EGGER,ITA,,15,4T8z514,,,boulder,1,3,3,3,0,0,0,0,0,0,0,0
2243,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Resnik,ALJAZ,SLO,,16,4T7z612,,,boulder,7,8,1,11,0,0,0,0,4,4,8,6
2244,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Daniel,SMITH,GBR,,17,4T6z77,,,boulder,7,7,1,13,0,0,0,0,3,4,7,1
2245,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Jasper,VAN MALDEREN,BEL,,18,4T6z714,,,boulder,5,5,1,7,0,0,0,0,2,3,4,5
2246,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,François,MERTENS DE WILMAR,BEL,,19,4T6z810,,,boulder,4,6,6,7,0,0,0,0,2,2,4,3
2247,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Finley,WOOD,GBR,,20,4T5z77,,,boulder,6,7,1,12,0,0,0,0,1,4,2,1
2248,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Örjan,RÖDLAND VAAGE,NOR,,21,4T4z104,,,boulder,6,7,1,13,0,0,0,0,1,4,2,2
2249,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Iwan,PASVEER,NED,,22,3T6z49,,,boulder,4,5,6,6,0,0,0,0,1,4,4,9
2250,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Liam,TRICOIRE,FRA,,23,3T6z69,,,boulder,5,6,9,8,0,0,0,0,1,3,3,7
2251,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Luca,FERRARI,BEL,,24,3T6z77,,,boulder,4,7,7,0,0,0,0,0,0,3,0,0
2252,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mischa,RADT,NED,,25,3T6z1013,,,boulder,6,7,1,9,0,0,0,0,0,3,0,3
2253,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Tobias,REIDEL,NOR,,26,3T5z69,,,boulder,4,5,9,0,0,0,0,0,0,0,0,0
2254,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Aitor,MARTÍNEZ ADRADOS,ESP,,27,3T4z59,,,boulder,4,5,1,11,0,0,0,0,0,0,0,0
2255,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Filip,KURTOVIĆ,CRO,,28,3T4z66,,,boulder,4,4,8,4,0,0,0,0,0,0,0,0
2256,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Dimitar,RUSEV,BUL,,28,3T4z66,,,boulder,3,6,7,1,0,0,0,0,0,0,0,0
2257,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Sean,O CONNOR,IRL,,30,3T4z79,,,boulder,3,6,8,4,0,0,0,0,0,0,0,0
2258,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Iliann,CHERIF,FRA,,31,3T4z95,,,boulder,3,5,6,1,0,0,0,0,0,0,0,0
2259,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Andrea,ZAPPINI,ITA,,32,2T5z38,,,boulder,3,5,7,9,0,0,0,0,0,0,0,0
2260,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Tim,BUCHER,SUI,,33,2T5z48,,,boulder,3,5,8,6,0,0,0,0,0,0,0,0
2261,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Matey,MITSEV,BUL,,34,2T5z49,,,boulder,3,5,1,13,0,0,0,0,0,0,0,0
2262,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Tai,TEWKESBURY,GBR,,35,2T5z68,,,boulder,3,4,6,4,0,0,0,0,0,0,0,0
2263,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Marcus,MC DOWELL,IRL,,36,2T5z811,,,boulder,3,4,7,8,0,0,0,0,0,0,0,0
2264,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Vivian,FUMEAUX,SUI,,37,2T4z24,,,boulder,3,3,5,3,0,0,0,0,0,0,0,0
2265,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Hlib,SUKHOVOI,UKR,,38,2T3z35,,,boulder,2,6,3,0,0,0,0,0,0,0,0,0
2266,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Philipp,KUCZORA,GER,,39,2T3z66,,,boulder,2,5,3,5,0,0,0,0,0,0,0,0
2267,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Jude,MC INERNEY,IRL,,40,2T2z54,,,boulder,2,5,4,2,0,0,0,0,0,0,0,0
2268,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Pedro,PATO,POR,,41,1T5z18,,,boulder,2,5,6,1,0,0,0,0,0,0,0,0
2269,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Tommy,MYLES,IRL,,42,1T5z210,,,boulder,2,5,6,5,0,0,0,0,0,0,0,0
2270,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,András,HARCSA-PINTÉR,HUN,,43,1T4z19,,,boulder,2,4,2,6,0,0,0,0,0,0,0,0
2271,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Daniel Filipe,AUGUSTO,POR,,44,1T3z14,,,boulder,2,4,3,7,0,0,0,0,0,0,0,0
2272,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Sindre Aarø,MAULAND,NOR,,45,1T3z58,,,boulder,2,4,3,8,0,0,0,0,0,0,0,0
2273,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Afonso Mano,CRISANTO,POR,,46,0T3z09,,,boulder,2,4,4,4,0,0,0,0,0,0,0,0
2274,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Afonso,MENDES,POR,,47,0T2z02,,,boulder,2,4,5,7,0,0,0,0,0,0,0,0
2275,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,João,ALMEIDA,POR,,48,0T1z01,,,boulder,2,4,5,3,0,0,0,0,0,0,0,0
2276,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lars,MATRE,NOR,,49,0T1z04,,,boulder,2,4,6,8,0,0,0,0,0,0,0,0
2277,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Pedro,MOITA,POR,,49,0T1z04,,,boulder,2,4,1,7,0,0,0,0,0,0,0,0
2278,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Thorben Perry,BLOEM,GER,,1,8T8z108,,3T4z411,boulder,2,3,3,6,0,0,0,0,0,0,0,0
2279,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Edvards,GRUZITIS,LAT,,2,8T8z1110,,3T4z412,boulder,2,2,7,5,0,0,0,0,0,0,0,0
2280,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Amaury,CABEZAS,FRA,,3,7T8z913,,3T4z86,boulder,1,3,1,5,0,0,0,0,0,0,0,0
2281,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Toby,ROBERTS,GBR,,4,7T8z1214,,2T4z512,boulder,0,5,0,8,0,0,0,0,0,0,0,0
2282,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Louis,FECHOZ,FRA,,5,7T8z128,,2T3z35,boulder,0,3,0,0,0,0,0,0,0,0,0,0
2283,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Justin,BOUKANDJA BATHOL,FRA,,6,7T8z1413,,2T3z57,boulder,0,2,0,3,0,0,0,0,0,0,0,0
2284,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Joanes,ESPARTA FRADE,ESP,,7,7T7z128,,1T3z120,boulder,6,8,1,11,0,0,0,0,4,4,9,9
2285,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Attila Zsombor,RADICS,HUN,,8,7T8z109,,1T3z24,boulder,5,8,7,3,0,0,0,0,4,4,9,9
2286,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Hugo,COSANO GARCÍA,ESP,,9,7T8z1415,,1T3z511,boulder,5,7,7,9,0,0,0,0,2,3,2,3
2287,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Alessandro,MELE,ITA,,10,7T8z1415,,1T2z12,boulder,5,5,9,8,0,0,0,0,2,3,6,5
2288,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Gergő,VÁLYI,HUN,,11,6T7z710,,,boulder,6,7,9,8,0,0,0,0,2,3,6,7
2289,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Timotej,ROMŠAK,SLO,,12,6T7z810,,,boulder,4,4,8,4,0,0,0,0,2,3,1,12
2290,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Ofir,RABINOVISH,ISR,,13,6T7z1214,,,boulder,3,7,4,8,0,0,0,0,1,3,3,5
2291,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Matteo,MAROBIN,FRA,,14,6T7z1517,,,boulder,4,6,9,8,0,0,0,0,1,2,2,3
2292,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Emil,ZIMMERMANN,GER,,15,6T6z66,,,boulder,4,4,7,4,0,0,0,0,0,2,0,6
2293,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Jaka,JAKI,SLO,,16,6T6z87,,,boulder,4,5,1,5,0,0,0,0,0,1,0,6
2294,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Michel,SIEDLER,GER,,16,6T6z87,,,boulder,3,6,4,7,0,0,0,0,0,0,0,0
2295,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Jim,ZEIMES,LUX,,18,6T6z107,,,boulder,3,6,5,7,0,0,0,0,0,0,0,0
2296,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Maksym,VNUKOV,UKR,,19,6T6z1211,,,boulder,2,6,2,1,0,0,0,0,0,0,0,0
2297,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Aimar,USON POBES,ESP,,20,6T6z138,,,boulder,2,5,2,5,0,0,0,0,0,0,0,0
2298,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lluc,MACIÀ LLOBET,ESP,,21,5T8z911,,,boulder,2,4,3,8,0,0,0,0,0,0,0,0
2299,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Joseph,XIBERRAS,GBR,,22,5T7z711,,,boulder,2,3,3,3,0,0,0,0,0,0,0,0
2300,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Agostino,BEARZI,ITA,,23,5T7z89,,,boulder,2,3,3,5,0,0,0,0,0,0,0,0
2301,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Slav,KIROV,BUL,,24,5T6z78,,,boulder,2,3,4,4,0,0,0,0,0,0,0,0
2302,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Louis,GUIGNARD,SUI,,25,5T6z117,,,boulder,5,7,9,9,0,0,0,0,3,4,5,9
2303,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Yan,JAKOB,SUI,,26,5T6z127,,,boulder,7,8,1,12,0,0,0,0,2,4,7,8
2304,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Jack,MACDOUGALL,GBR,,27,5T5z97,,,boulder,7,7,1,11,0,0,0,0,2,3,7,9
2305,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Roko,ČAČIJA,CRO,,28,4T8z714,,,boulder,6,8,1,18,0,0,0,0,2,2,5,5
2306,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Lev,SHCHERBAKOV,RUS,,29,4T7z611,,,boulder,5,6,8,8,0,0,0,0,2,2,1,11
2307,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Teodor,KIRKEBØ,NOR,,30,4T4z86,,,boulder,6,7,1,10,0,0,0,0,1,3,4,0
2308,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Leo,SKINNER,GBR,,31,3T7z412,,,boulder,5,8,9,6,0,0,0,0,1,2,3,7
2309,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Anselmo,BAZZANI,ITA,,32,3T6z511,,,boulder,5,7,1,14,0,0,0,0,1,2,7,9
2310,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Davide,ZANE,ITA,,33,3T5z410,,,boulder,5,7,1,9,0,0,0,0,1,1,3,3
2311,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Jitse,REMES,BEL,,34,3T5z55,,,boulder,5,7,7,0,0,0,0,0,1,1,1,17
2312,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Kristoffer Raa,DANIELSEN,NOR,,35,3T4z88,,,boulder,5,6,9,7,0,0,0,0,0,0,0,0
2313,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Nathan,ROUSSELLE,BEL,,36,3T3z63,,,boulder,5,6,1,7,0,0,0,0,0,0,0,0
2314,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,David,ZUQUETE,POR,,37,3T3z66,,,boulder,5,6,1,9,0,0,0,0,0,0,0,0
2315,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Gustavo,CUNHA,POR,,38,2T4z35,,,boulder,5,5,8,7,0,0,0,0,0,0,0,0
2316,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Mário,RIBEIRO,POR,,38,2T4z35,,,boulder,4,7,7,2,0,0,0,0,0,0,0,0
2317,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Illia,MANIAKIN,UKR,,40,2T2z53,,,boulder,4,6,8,0,0,0,0,0,0,0,0,0
2318,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Trym Skuggen,LANDMARK,NOR,,41,2T2z54,,,boulder,4,4,1,7,0,0,0,0,0,0,0,0
2319,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Alexandre,LOPES,POR,,42,2T2z88,,,boulder,3,7,5,4,0,0,0,0,0,0,0,0
2320,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Vasco,AVELAR,POR,,43,1T1z11,,,boulder,3,6,5,1,0,0,0,0,0,0,0,0
2321,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Miguel,PEDROSA,POR,,44,1T1z33,,,boulder,3,6,7,3,0,0,0,0,0,0,0,0
2322,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Pierre,LE CERF,FRA,,1,7T8z810,,4T4z96,boulder,3,6,7,3,0,0,0,0,0,0,0,0
2323,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,leo,FAVOT,FRA,,2,8T8z1210,,3T4z56,boulder,3,6,9,6,0,0,0,0,0,0,0,0
2324,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Nicolai,UZNIK,AUT,,3,7T7z117,,3T4z85,boulder,3,5,1,15,0,0,0,0,0,0,0,0
2325,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Emilien,CASADO,FRA,,4,6T8z1110,,1T3z35,boulder,2,6,6,1,0,0,0,0,0,0,0,0
2326,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Julien,CLÉMENCE,SUI,,5,5T7z99,,0T4z07,boulder,2,5,2,5,0,0,0,0,0,0,0,0
2327,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Ido,RIND,ISR,,6,5T7z88,,0T3z04,boulder,2,5,5,7,0,0,0,0,0,0,0,0
2328,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Ymer,ALBER,SWE,,7,7T8z1413,,0T2z04,boulder,2,5,6,3,0,0,0,0,0,0,0,0
2329,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,David,PICCOLRUAZ,ITA,,8,7T7z1312,,0T2z04,boulder,2,4,2,4,0,0,0,0,0,0,0,0
2330,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Luka,POTOCAR,SLO,,9,6T6z1411,,0T2z05,boulder,2,4,2,6,0,0,0,0,0,0,0,0
2331,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Andoni,ESPARTA FRADE,ESP,,10,6T7z118,,0T2z08,boulder,2,4,3,6,0,0,0,0,0,0,0,0
2332,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Ziga,ZAJC,SLO,,11,5T7z910,,,boulder,2,4,4,5,0,0,0,0,0,0,0,0
2333,European Youth Cup (B) - Soure (POR) 2019,27  - 28 April 2019,Moritz,SIGMUND,ITA,,12,5T7z119,,,boulder,2,4,9,8,0,0,0,0,0,0,0,0
