,Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Semifinal,Final,Category,Quali_Tops,Quali_Zones,Quali_Atempts_Tops,Quali_Attempts_Zones,semi_Tops,semi_Zones,semi_Atempts_Tops,semi_Attempts_Zones,Finals_Tops,Finals_Zones,Final_Atempts_Tops,Final_Attempts_Zones
1177,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Elsa,RAVINET,FRA,138.0,28,2T5z35,,,boulder,7,8,1,13,0,0,0,0,2,3,5,7
1178,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Federica,MABBONI,ITA,145.0,29,2T5z37,,,boulder,7,7,1,8,0,0,0,0,1,3,1,0
1179,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Yula,GOLD,ISR,107.0,30,2T5z311,,,boulder,7,8,1,9,0,0,0,0,1,3,2,4
1180,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Emma Stöver,WOLLEBAEK,NOR,144.0,31,2T5z59,,,boulder,7,8,1,15,0,0,0,0,1,3,5,1
1181,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Athanasia,LIOUNI,GRE,122.0,32,2T4z24,,,boulder,7,8,1,15,0,0,0,0,1,2,1,2
1182,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Anna,DE SOUZA,IRL,116.0,33,2T4z44,,,boulder,6,7,7,0,0,0,0,0,0,0,0,0
1183,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Emilie,PUPKO,ISR,143.0,34,2T3z34,,,boulder,6,7,8,0,0,0,0,0,0,0,0,0
1184,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Tereza,ŠIRŮČKOVÁ,CZE,137.0,34,2T3z34,,,boulder,6,7,1,14,0,0,0,0,0,0,0,0
1185,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Adela,BAJEROVA,CZE,149.0,36,2T3z35,,,boulder,6,7,1,17,0,0,0,0,0,0,0,0
1186,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Nora,BOGNAR,SRB,125.0,37,1T4z15,,,boulder,6,6,6,6,0,0,0,0,0,0,0,0
1187,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Anastasiia,TISHCHENKO,UKR,128.0,38,1T3z14,,,boulder,6,6,8,7,0,0,0,0,0,0,0,0
1188,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Clara,BLOM-DANDOY,SWE,150.0,39,1T3z17,,,boulder,6,6,8,7,0,0,0,0,0,0,0,0
1189,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Tua,JACOBSSON,SWE,106.0,40,1T2z16,,,boulder,6,6,1,7,0,0,0,0,0,0,0,0
1190,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Danai,VALSAMIDI,GRE,140.0,41,1T2z35,,,boulder,6,6,1,11,0,0,0,0,0,0,0,0
1191,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Eszter Evelin,FORGÁCS,HUN,131.0,42,1T1z22,,,boulder,6,6,1,8,0,0,0,0,0,0,0,0
1192,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Desislava,DIMOVA,BUL,111.0,43,0T2z05,,,boulder,5,8,9,1,0,0,0,0,0,0,0,0
1193,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Alma,MARKMAN,ISR,136.0,44,0T1z02,,,boulder,5,7,7,1,0,0,0,0,0,0,0,0
1194,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Valeriia,HRITSKOVA,UKR,119.0,45,0T0z00,,,boulder,5,7,8,9,0,0,0,0,0,0,0,0
1195,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Aleksandra,TOTKOVA,BUL,3.0,1,7T8z1311,,2T3z611,boulder,5,6,7,8,0,0,0,0,0,0,0,0
1196,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Saula,LERONDEL,FRA,43.0,2,6T8z911,,1T3z23,boulder,5,6,1,7,0,0,0,0,0,0,0,0
1197,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Alessia,MABBONI,ITA,48.0,3,5T5z96,,1T3z28,boulder,5,6,1,7,0,0,0,0,0,0,0,0
1198,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Marilu,SOMMER,SUI,42.0,4,5T7z68,,1T2z13,boulder,5,5,9,7,0,0,0,0,0,0,0,0
1199,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Zélia,AVEZOU,FRA,31.0,5,6T8z810,,1T2z26,boulder,4,8,7,4,0,0,0,0,0,0,0,0
1200,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lucija,BRKIĆ,CRO,34.0,6,4T8z515,,1T2z34,boulder,4,7,6,1,0,0,0,0,0,0,0,0
1201,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Luise,SVENSSON,GER,7.0,7,4T7z411,,1T2z46,boulder,4,4,8,6,0,0,0,0,0,0,0,0
1202,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Gwen,MORGAN,GBR,9.0,8,5T6z910,,1T1z31,boulder,3,7,4,2,0,0,0,0,0,0,0,0
1203,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Anja,KÖHLER,SUI,6.0,9,5T6z1010,,0T1z01,boulder,3,6,5,1,0,0,0,0,0,0,0,0
1204,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Edel,LEMVIK,NOR,41.0,10,4T7z410,,0T1z01,boulder,3,5,4,0,0,0,0,0,0,0,0,0
1205,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lucia,MIRANDA CID,ESP,32.0,11,4T7z58,,,boulder,3,5,5,5,0,0,0,0,0,0,0,0
1206,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Sunniva,ØVRE-EIDE,NOR,21.0,12,4T7z513,,,boulder,3,4,8,8,0,0,0,0,0,0,0,0
1207,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lili,CORNELY,GER,37.0,13,4T7z69,,,boulder,3,3,6,3,0,0,0,0,0,0,0,0
1208,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Federica,PAPETTI,ITA,15.0,14,4T6z46,,,boulder,3,3,6,6,0,0,0,0,0,0,0,0
1209,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Louise,FLOCKHART,GBR,33.0,15,4T6z48,,,boulder,2,4,3,5,0,0,0,0,0,0,0,0
1210,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Matilda,COLLINS,GBR,5.0,16,4T6z49,,,boulder,2,4,3,5,0,0,0,0,0,0,0,0
1211,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Louna,DESHAYES,FRA,29.0,17,4T6z68,,,boulder,2,2,5,3,0,0,0,0,0,0,0,0
1212,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Tilly,VASIC,GBR,36.0,17,4T6z68,,,boulder,2,2,5,4,0,0,0,0,0,0,0,0
1213,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lena,SCHRITTWIESER,AUT,53.0,19,4T5z45,,,boulder,2,2,8,8,0,0,0,0,0,0,0,0
1214,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Beatrice,COLLI,ITA,16.0,20,4T5z56,,,boulder,1,1,1,1,0,0,0,0,0,0,0,0
1215,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Tine,WALRAEVENS,BEL,19.0,21,4T5z66,,,boulder,1,1,3,3,0,0,0,0,0,0,0,0
1216,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Milica,MARJANOVIC,SRB,44.0,22,4T5z67,,,boulder,7,8,8,0,0,0,0,0,4,4,9,6
1217,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ilia,WIELAND,SUI,17.0,22,4T5z67,,,boulder,8,8,1,10,0,0,0,0,3,4,5,6
1218,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Zorka,SOMORJAI,HUN,35.0,24,4T5z69,,,boulder,7,7,1,7,0,0,0,0,3,4,8,5
1219,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Anna Ludmila,HRBACOVA,CZE,18.0,25,4T5z610,,,boulder,6,8,1,10,0,0,0,0,1,3,3,5
1220,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ella,KERRY,HUN,25.0,26,4T5z78,,,boulder,5,7,9,9,0,0,0,0,0,4,0,7
1221,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lisa,KLEM,NED,4.0,26,4T5z78,,,boulder,5,7,8,8,0,0,0,0,0,3,0,4
1222,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Daria,NAWÓJ,POL,55.0,26,4T5z78,,,boulder,7,8,1,13,0,0,0,0,0,2,0,4
1223,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Nore,PELLENS,BEL,26.0,26,4T5z78,,,boulder,7,7,1,12,0,0,0,0,0,2,0,4
1224,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ema,SELIŠKAR,SLO,23.0,30,4T5z711,,,boulder,6,6,1,11,0,0,0,0,0,2,0,5
1225,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Charlotte,WEYNANTS,BEL,30.0,31,4T5z910,,,boulder,6,7,1,8,0,0,0,0,0,2,0,8
1226,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Markéta,JANOŠOVÁ,CZE,45.0,32,4T4z44,,,boulder,5,7,9,0,0,0,0,0,0,0,0,0
1227,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Irina,DAZIANO,ITA,27.0,33,4T4z77,,,boulder,5,7,1,9,0,0,0,0,0,0,0,0
1228,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ite,LEMIÈRE,BEL,46.0,33,4T4z77,,,boulder,5,7,1,17,0,0,0,0,0,0,0,0
1229,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Anja,SANTINI MIKULIĆ,CRO,52.0,35,4T4z88,,,boulder,5,7,1,7,0,0,0,0,0,0,0,0
1230,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Karolina,GENDOVA,CZE,49.0,36,3T4z34,,,boulder,5,6,7,8,0,0,0,0,0,0,0,0
1231,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Anna,BAKURECZ,HUN,50.0,37,3T4z44,,,boulder,4,8,5,9,0,0,0,0,0,0,0,0
1232,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Martina,DUSANKOVA,CZE,1.0,38,3T4z45,,,boulder,4,8,7,4,0,0,0,0,0,0,0,0
1233,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ksenija,DOBRZINSKA,LAT,54.0,39,3T4z46,,,boulder,4,8,1,13,0,0,0,0,0,0,0,0
1234,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Kateryna,SHEVCHENKO,UKR,12.0,40,3T4z55,,,boulder,4,7,5,1,0,0,0,0,0,0,0,0
1235,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Yuliya,NIKIFARAVETS,BLR,22.0,41,3T4z65,,,boulder,4,7,8,0,0,0,0,0,0,0,0,0
1236,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Anastasiia,SKIDAN,UKR,24.0,42,3T4z78,,,boulder,4,7,9,6,0,0,0,0,0,0,0,0
1237,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Viktiriia,NIKITINA,UKR,2.0,43,3T3z75,,,boulder,4,7,1,11,0,0,0,0,0,0,0,0
1238,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lana,BAKIĆ,CRO,28.0,44,3T3z83,,,boulder,4,6,4,9,0,0,0,0,0,0,0,0
1239,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Yoanna,NEDYALKOVA,BUL,38.0,45,3T3z87,,,boulder,4,6,6,0,0,0,0,0,0,0,0,0
1240,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Niki,SAKKA,GRE,14.0,46,2T5z510,,,boulder,4,6,8,9,0,0,0,0,0,0,0,0
1241,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Gal·la,PÉREZ PETANAS,ESP,20.0,47,2T3z56,,,boulder,4,6,1,11,0,0,0,0,0,0,0,0
1242,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Kateryna,PEDKO,UKR,39.0,48,2T2z32,,,boulder,4,5,7,5,0,0,0,0,0,0,0,0
1243,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Noe Nina,PERGAMENTZEV,ISR,51.0,49,2T2z64,,,boulder,3,7,6,5,0,0,0,0,0,0,0,0
1244,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Myrto,ARGYRIOU,GRE,47.0,50,1T3z44,,,boulder,3,6,3,0,0,0,0,0,0,0,0,0
1245,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Zuzanna,MIENTUS,POL,10.0,50,1T3z44,,,boulder,3,6,4,9,0,0,0,0,0,0,0,0
1246,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Olga,EXAKOIDI,GRE,11.0,52,0T2z04,,,boulder,3,6,5,0,0,0,0,0,0,0,0,0
1247,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Zoi,PALTATSIDOU,GRE,40.0,53,0T1z01,,,boulder,3,6,6,0,0,0,0,0,0,0,0,0
1248,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lucia,DÖRFFEL,GER,226.0,1,7T8z1312,,3T4z54,boulder,3,6,7,1,0,0,0,0,0,0,0,0
1249,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Laura,LAMMER,AUT,206.0,2,6T8z610,,3T4z56,boulder,3,6,8,7,0,0,0,0,0,0,0,0
1250,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Celina,SCHOIBL,AUT,223.0,3,7T8z1112,,3T4z57,boulder,3,6,8,0,0,0,0,0,0,0,0,0
1251,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Flavy,COHAUT,FRA,229.0,4,7T7z97,,3T4z67,boulder,3,5,4,5,0,0,0,0,0,0,0,0
1252,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Holly,TOOTHILL,GBR,205.0,5,6T7z108,,3T4z77,boulder,3,5,8,8,0,0,0,0,0,0,0,0
1253,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Roxana,WIENAND,GER,230.0,6,6T8z712,,2T4z45,boulder,3,5,9,9,0,0,0,0,0,0,0,0
1254,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Marie,COLOT,BEL,211.0,7,5T8z88,,2T3z89,boulder,2,5,5,8,0,0,0,0,0,0,0,0
1255,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Mattea,PÖTZI,AUT,227.0,8,8T8z119,,1T4z16,boulder,1,6,2,2,0,0,0,0,0,0,0,0
1256,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,valentine,MANGIN,FRA,233.0,9,5T8z815,,1T3z35,boulder,1,3,1,4,0,0,0,0,0,0,0,0
1257,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Yael,BAHARAD,ISR,220.0,10,7T8z89,,1T3z710,boulder,0,1,0,2,0,0,0,0,0,0,0,0
1258,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Clothilde,MORIN,FRA,228.0,11,4T7z47,,,boulder,0,1,0,5,0,0,0,0,0,0,0,0
1259,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Naama,YOHAI,ISR,231.0,11,4T7z47,,,boulder,5,5,9,6,3,4,7,4,4,4,6,6
1260,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Elisa,LAURETANO,ITA,219.0,13,4T7z510,,,boulder,3,5,4,7,2,3,3,5,4,4,1,9
1261,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ine,VAN ZEGBROECK,BEL,214.0,14,4T5z89,,,boulder,4,5,6,6,2,3,2,3,3,4,9,1
1262,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Petra,CAMPANA,ITA,212.0,15,3T7z38,,,boulder,4,5,1,12,2,3,2,3,1,4,3,6
1263,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lisa,HARDIQUEST,BEL,222.0,16,3T7z510,,,boulder,3,5,1,11,2,3,3,5,1,3,3,7
1264,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Natalie,TUZOVA,CZE,217.0,17,3T6z39,,,boulder,4,5,5,6,2,4,2,6,1,3,3,8
1265,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lucile,SAUREL,FRA,209.0,18,3T6z47,,,boulder,2,4,3,5,2,3,3,7,0,0,0,0
1266,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Tetiana,ZAIETS,UKR,218.0,19,3T6z58,,,boulder,4,5,6,5,2,2,3,3,0,0,0,0
1267,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Tuva Eik,HAAVE,NOR,213.0,20,3T5z45,,,boulder,4,5,6,7,1,4,1,5,0,0,0,0
1268,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Regine,STORÅ,NOR,221.0,20,3T5z45,,,boulder,3,5,9,2,1,2,6,3,0,0,0,0
1269,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Luisa,FLOHÉ,GER,215.0,22,3T5z58,,,boulder,3,5,7,5,1,1,1,1,0,0,0,0
1270,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Silvia,ABATE,ITA,225.0,23,3T4z56,,,boulder,3,5,1,15,1,1,2,2,0,0,0,0
1271,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Freja,DUNCAN,SWE,208.0,24,2T5z48,,,boulder,3,5,1,23,0,2,0,6,0,0,0,0
1272,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Anastasiia,FESENKO,UKR,232.0,25,2T4z25,,,boulder,1,5,1,8,0,2,0,9,0,0,0,0
1273,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ysa,RAKESTRAW,NED,216.0,25,2T4z25,,,boulder,2,4,3,8,0,1,0,1,0,0,0,0
1274,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Katerina,MACHARACKOVA,CZE,207.0,27,2T4z39,,,boulder,1,4,4,0,0,1,0,4,0,0,0,0
1275,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Yelyzaveta,LAVRYKOVA,UKR,210.0,28,2T3z64,,,boulder,2,3,6,6,0,0,0,0,0,0,0,0
1276,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Vella,NEDELCHEVA,BUL,224.0,29,1T2z25,,,boulder,1,4,6,9,0,0,0,0,0,0,0,0
1277,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Davide Marco,COLOMBO,ITA,198.0,1,7T8z1310,,3T3z64,boulder,1,3,1,3,0,0,0,0,0,0,0,0
1278,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Alberto,GINÉS LÓPEZ,ESP,189.0,2,8T8z1110,,2T4z38,boulder,1,2,4,5,0,0,0,0,0,0,0,0
1279,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lawrence,BOGESCHDORFER,AUT,170.0,3,6T8z810,,2T4z58,boulder,0,2,0,8,0,0,0,0,0,0,0,0
1280,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Héctor,BAZAN MARTÍN,ESP,157.0,4,7T8z189,,2T3z58,boulder,0,2,0,3,0,0,0,0,0,0,0,0
1281,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Iliann,CHERIF,FRA,188.0,5,7T8z1110,,2T2z32,boulder,5,5,8,8,3,4,8,1,4,4,4,4
1282,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Luca,FERRARI,BEL,174.0,6,7T7z97,,1T4z16,boulder,4,5,8,0,2,4,3,3,4,4,5,5
1283,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Johannes,HOFHERR,AUT,187.0,7,7T8z1411,,1T4z28,boulder,5,5,9,9,3,4,4,8,4,4,6,5
1284,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Louison,BURTIN,FRA,203.0,8,7T8z1111,,1T4z720,boulder,5,5,1,10,3,4,1,14,4,4,7,7
1285,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Tai,TEWKESBURY,GBR,163.0,9,6T8z1111,,1T3z16,boulder,3,3,7,7,4,4,5,5,4,4,9,8
1286,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Petar,ATANASOV,BUL,156.0,10,6T8z913,,1T1z77,boulder,4,5,1,13,2,4,4,8,4,4,1,11
1287,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Jakub,ZIETEK,POL,179.0,11,6T8z1212,,,boulder,4,5,1,11,2,4,4,0,0,0,0,0
1288,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Leto,CAVÉ,NED,160.0,12,6T8z1413,,,boulder,3,3,7,7,2,3,3,5,0,0,0,0
1289,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Călin,ENACHE,ROU,158.0,13,6T7z98,,,boulder,1,3,1,7,1,4,1,2,0,0,0,0
1290,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Dimitar,RUSEV,BUL,177.0,14,6T7z1214,,,boulder,2,3,2,3,1,3,1,6,0,0,0,0
1291,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Geva,LEVIN,ISR,184.0,15,6T7z1814,,,boulder,2,3,7,2,1,3,3,7,0,0,0,0
1292,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,François,MERTENS DE WILMAR,BEL,194.0,16,5T8z812,,,boulder,4,4,1,16,1,3,4,1,0,0,0,0
1293,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Philipp,KUCZORA,GER,159.0,17,5T8z1011,,,boulder,1,2,5,0,1,3,6,0,0,0,0,0
1294,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Jasper,VAN MALDEREN,BEL,161.0,18,5T8z1113,,,boulder,3,4,9,7,1,2,1,4,0,0,0,0
1295,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ties,VANCRAEYNEST,BEL,183.0,19,5T8z1214,,,boulder,1,3,2,9,1,1,1,1,0,0,0,0
1296,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Yoav,ARIELI,ISR,195.0,20,5T7z710,,,boulder,2,4,7,2,1,1,4,4,0,0,0,0
1297,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Liam,TRICOIRE,FRA,173.0,21,5T7z1010,,,boulder,1,1,2,2,0,1,0,1,0,0,0,0
1298,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Eliot,BARNABÉ,FRA,190.0,22,5T7z1011,,,boulder,0,2,0,7,0,1,0,1,0,0,0,0
1299,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Matey,MITSEV,BUL,172.0,22,5T7z1011,,,boulder,2,4,6,3,0,1,0,4,0,0,0,0
1300,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Albert,MUSIL,CZE,155.0,24,5T7z1212,,,boulder,2,4,8,0,0,1,0,9,0,0,0,0
1301,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Andrea,ZAPPINI,ITA,153.0,24,5T7z1212,,,boulder,0,2,0,9,0,0,0,0,0,0,0,0
1302,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Jens,DE LOUW,NED,166.0,26,4T8z513,,,boulder,0,1,0,1,0,0,0,0,0,0,0,0
1303,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Paul,BRAND,NED,196.0,27,4T8z612,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
1304,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Matteo,ZURLONI,ITA,167.0,28,4T6z1011,,,boulder,0,1,0,2,0,0,0,0,0,0,0,0
1305,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Filip,KURTOVIĆ,CRO,165.0,29,4T6z117,,,boulder,0,1,0,4,0,0,0,0,0,0,0,0
1306,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Alessandro Eitel,PUCCI MANILDO,ITA,178.0,30,4T5z96,,,boulder,0,1,0,7,0,0,0,0,0,0,0,0
1307,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Tobias,REIDEL,NOR,180.0,31,4T4z118,,,boulder,0,0,0,0,0,0,0,0,0,0,0,0
1308,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ishay,HALFON,ISR,176.0,32,3T8z512,,,boulder,2,5,2,2,0,0,0,0,3,4,3,5
1309,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Michel,ERNI,SUI,193.0,33,3T7z410,,,boulder,2,4,2,7,0,0,0,0,3,4,4,5
1310,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Lukas,DOLECEK,CZE,169.0,34,3T7z611,,,boulder,3,4,6,7,0,0,0,0,2,4,2,7
1311,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Martin,MIKULEC,CZE,192.0,35,3T7z1119,,,boulder,2,3,2,9,0,0,0,0,2,4,3,5
1312,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,András,HARCSA-PINTÉR,HUN,164.0,36,3T6z911,,,boulder,2,3,3,3,0,0,0,0,2,2,2,2
1313,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Rares Stefan,POPESCU,ROU,202.0,37,3T5z67,,,boulder,3,5,1,8,0,0,0,0,1,4,1,4
1314,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Hristo,OURUMOV,BUL,204.0,38,3T4z85,,,boulder,2,2,2,2,0,0,0,0,1,3,1,3
1315,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ludvig,HULT,SWE,171.0,39,3T4z86,,,boulder,2,2,2,2,0,0,0,0,1,3,1,5
1316,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Ynze,VISSER,NED,181.0,40,3T3z107,,,boulder,2,3,3,9,0,0,0,0,1,3,1,6
1317,European Youth Cup (B) - Sofia (BUL) 2019,25  - 26 May 2019,Panagiotis,NANOUSIS,GRE,168.0,41,3T3z147,,,boulder,2,3,3,6,0,0,0,0,0,3,0,4
